pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_logg,sy_dist
CoRoTID 223977153 b,CoRoTID 223977153,1,1,2017,6.7183678,,,,,,,,,G0 VI,5970,0.79,1.08,4.67,576.683
DE CVn b,DE CVn,2,1,2018,4098.1,5.75,,,3823.2733,Msin(i)/sin(i),0,,,,,,0.51,,30.5225
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,2013,246.36,0.36,,9057.77,9057.77,Mass,0.345,,,L1.5,,,0.07,,
DH Tau b,DH Tau,1,1,2004,,330,,3496,3496,Mass,,,,M0.5,,0.27,0.33,,134.846
DH Tau b,DH Tau,1,1,2004,,,30.264,3496.13,3496.13,Mass,,,2200,,4371,1.37,0.68,4,134.846
DMPP-2 b,DMPP-2,1,1,2019,5.2072,0.0664,,,138.89171,Msini,0.078,,1000,F5 V,6500,1.78,1.44,4.1,137.94
DMPP-3 A b,DMPP-3 A,2,1,2019,6.6732,0.0662,,,2.58,Msini,0.14,,854,K0 V,5138,0.91,0.87,4.3,45.23
DMPP-3 A b,DMPP-3 A,2,1,2019,6.6736,0.0662,,,2.58,Msini,0,,854,,,,,,45.23
DP Leo b,DP Leo,2,1,2009,8693,8.6,,1995.88832,1995.88832,Mass,,,,,,,,,305.684
DP Leo b,DP Leo,2,1,2009,10220,8.19,,,1922.79,Msini,0.39,,,,,,0.69,,305.684
DS Tuc A b,DS Tuc A,2,1,2019,8.138268,,5.7,,,,0,,850,G6 V,5428,0.96,1.01,,44.0622
DS Tuc A b,DS Tuc A,2,1,2019,8.1387,,5.63,413.179,413.179,Mass,,,,G6 V,5542,0.87,0.96,4.6,44.0622
DS Tuc A b,DS Tuc A,2,1,2019,8.13822434,,6.496,,,,,115.83,837,,5414,0.95,,4.44,44.0622
EPIC 201170410.02,EPIC 201170410,1,1,2020,6.7987,0.0349,1.047,,,,0,,,,3648,0.28,0.29,5,
EPIC 201238110 b,EPIC 201238110,1,1,2019,28.1656,,1.87,,,,,,,,,,0.41,,159.259
EPIC 201238110 b,EPIC 201238110,1,1,2019,28.1696,,2.2,,,,,,,,,0.37,,,159.259
EPIC 201427007 b,EPIC 201427007,1,1,2021,0.72091,,1.5,,,,,,,,5633,0.94,,4.4,706.391
EPIC 201497682 b,EPIC 201497682,1,1,2019,2.13174,,0.692,,,,,,,,,,0.78,,253.026
EPIC 201595106 b,EPIC 201595106,1,1,2021,0.877214,,1.3,,,,,,,,5820,0.93,,4.6,232.1
EPIC 201595106 b,EPIC 201595106,1,1,2021,0.877183,,1.406,,,,,,,,5705,0.93,,4.48,232.1
EPIC 201595106 b,EPIC 201595106,1,1,2021,0.87703,,1.2,,,,,,1874,,5711.17,0.99,1.02,4.45,232.1
EPIC 201757695.02,EPIC 201757695,1,1,2020,2.0478,0.0296,0.908,,,,0,,,,4520,0.66,0.73,4.66,
EPIC 201841433 b,EPIC 201841433,1,1,2019,4.16888,,1.41,,,,,,,,,0.63,,,436.488
EPIC 201841433 b,EPIC 201841433,1,1,2019,4.1698,0.035,1.04,,,,,,,,5053,0.63,0.8,4.59,436.488
EPIC 201841433 b,EPIC 201841433,1,1,2019,4.16959,,1.1,,,,,,,,,,0.8,,436.488
EPIC 206032309 b,EPIC 206032309,1,1,2019,2.87814,,1.01,,,,,,,,,,0.22,,161.365
EPIC 206215704 b,EPIC 206215704,1,1,2019,2.25558,,2,,,,,,,,,0.37,,,109.888
EPIC 206215704 b,EPIC 206215704,1,1,2019,2.255436,,1,,,,,,,,3297,0.25,,4.9,109.888
EPIC 206215704 b,EPIC 206215704,1,1,2019,2.25372,,0.9,,,,,,,,,,0.41,,109.888
EPIC 211822797 b,EPIC 211822797,1,1,2016,21.1595,,,,,,,,,,3811,0.6,0.59,4.65,186.197
EPIC 211822797 b,EPIC 211822797,1,1,2016,21.169619,,2.2,,,,0.18,,,,3880,0.59,0.61,,186.197
EPIC 211822797 b,EPIC 211822797,1,1,2016,21.169861,0.131,1.98,,,,0.06,3.5,,,4148.21,0.57,0.66,,186.197
EPIC 211822797 b,EPIC 211822797,1,1,2016,21.17623917,,,,,,,,,,3811,0.6,0.59,4.65,186.197
EPIC 211822797 b,EPIC 211822797,1,1,2016,21.1686,,2.18,,,,,,,,,0.64,,,186.197
EPIC 211822797 b,EPIC 211822797,1,1,2016,21.1701963,0.1195,1.92,,,,,,431,,4057,0.58,0.62,4.7,186.197
EPIC 211945201 b,EPIC 211945201,1,1,2018,19.50735025,,,,,,,,,,6128,1.36,1.16,4.23,181.69
EPIC 211945201 b,EPIC 211945201,1,1,2018,19.491795,,5.847,,,,,,,,6046,1.41,,4.14,181.69
EPIC 211945201 b,EPIC 211945201,1,1,2018,19.49213,0.148,6.12,27,27,Mass,0,,886,G0,6025,1.38,1.18,4.25,181.69
EPIC 211945201 b,EPIC 211945201,1,1,2018,19.49221,0.1493,5.76,,,,,,817,,6069,1.39,1.17,4.22,181.69
EPIC 211945201 b,EPIC 211945201,1,1,2018,19.491,,,,,,,,,,6128,1.36,1.16,4.23,181.69
EPIC 211945201 b,EPIC 211945201,1,1,2018,19.49183,,5.96,,,,,,,,,1.4,,,181.69
EPIC 211945201 b,EPIC 211945201,1,1,2018,19.492132,,6,,,,,,,,,1.48,,,181.69
EPIC 211945201 b,EPIC 211945201,1,1,2018,19.4921473,,5.507,,,,,31.91,662,,6128,1.36,,4.23,181.69
EPIC 211945201 b,EPIC 211945201,1,1,2018,19.491965,,6.8,,,,,,,,6320,1.49,,4.22,181.69
EPIC 212424622 b,EPIC 212424622,1,1,2019,18.0971,,2.21,,,,,,,,,1.22,,,611.804
EPIC 212424622 b,EPIC 212424622,1,1,2019,18.0983,,2.17,,,,,,,,,,1.11,,611.804
EPIC 212499991 b,EPIC 212499991,1,1,2019,34.885,,1.6,,,,,,,,,,0.91,,283.29
EPIC 220492298 b,EPIC 220492298,1,1,2021,0.762406,,0.99,,,,,,,,5620,0.89,,4.5,624.512
EPIC 228836835 b,EPIC 228836835,1,1,2021,0.728113,,1.1,,,,,,,,3782,0.32,,5,150.124
EPIC 228836835 b,EPIC 228836835,1,1,2021,0.72813,,1.27,,,,,,932,,3506,0.42,0.42,4.8,150.124
EPIC 246851721 b,EPIC 246851721,2,1,2018,6.180235,0.07229,11.781,953.49,953.49,Mass,,642,1401,F5 V,6202,1.59,1.32,4.16,372.632
EPIC 246851721 b,EPIC 246851721,2,1,2018,6.1802675,,13.274,,,,,519.97,1330,,6513,1.74,,4.08,372.632
EPIC 248847494 b,EPIC 248847494,1,1,2018,3650,4.5,12.442,4131.79,4131.79,Mass,0,0.19,183,,4898,2.7,0.9,3.52,551.886
FU Tau b,FU Tau,1,1,2008,,800,,5085.28,5085.28,Mass,,,2375,M7.25,2838,,0.05,,
G 9-40 b,G 9-40,1,1,2019,5.746007,0.0385,2.025,,,,0,7.2,456,M2.5 V,3348,0.31,0.29,4.93,27.9276
G 9-40 b,G 9-40,1,1,2019,5.7459945,,2.061,,,,,4,393,,3413,0.32,,4.91,27.9276
G 9-40 b,G 9-40,1,1,2019,5.745912,,,,,,,,,,3390,0.31,,4.94,27.9276
GJ 1214 b,GJ 1214,1,1,2009,1.58040487,,2.74,6.37,6.37,Mass,,,547,,2949,0.21,0.15,4.94,14.6427
GJ 1214 b,GJ 1214,1,1,2009,1.58040433,0.0149,2.742,8.17,8.17,Mass,0.063,21,596,M4 V,3250,0.21,0.18,5.03,14.6427
GJ 1214 b,GJ 1214,1,1,2009,1.58040481,,,,,,,,,,3000,,,5,14.6427
GJ 1214 b,GJ 1214,1,1,2009,1.58040482,,2.27,6.43,6.43,Mass,,,,,,0.21,0.16,4.99,14.6427
GJ 1214 b,GJ 1214,1,1,2009,1.58040454,,,,,,,,,,3026,0.21,0.16,4.99,14.6427
GJ 1214 b,GJ 1214,1,1,2009,1.58040835,,,,,,,,,,3074,0.21,0.18,5.04,14.6427
GJ 1214 b,GJ 1214,1,1,2009,,,,,,,,,,,3026,0.2,,5,14.6427
GJ 1214 b,GJ 1214,1,1,2009,1.58040481,,,,,,,,,,3026,0.21,,5,14.6427
GJ 1214 b,GJ 1214,1,1,2009,1.58040456,0.01411,2.847,6.26125,6.26125,Mass,,,,,3026,0.22,0.15,4.94,14.6427
GJ 1214 b,GJ 1214,1,1,2009,1.58040417,,,,,,,,604,,3250,0.22,0.18,4.99,14.6427
GJ 1214 b,GJ 1214,1,1,2009,1.58040482,,2.65,6.45,6.45,Mass,,,,,3170,0.18,0.16,5.12,14.6427
GJ 1214 b,GJ 1214,1,1,2009,1.5803925,,2.678,6.55,6.55,Mass,0.14,,555,,3026,0.21,0.16,4.99,14.6427
GJ 1214 b,GJ 1214,1,1,2009,1.58040494,,,,,,0,,,,3074,0.21,0.18,5.04,14.6427
GJ 1214 b,GJ 1214,1,1,2009,1.5804049,,2.64,,,,,,,,,0.21,0.16,,14.6427
GJ 1214 b,GJ 1214,1,1,2009,1.5804043,,2.61,,,,,,,,,0.2,,,14.6427
GJ 1214 b,GJ 1214,1,1,2009,1.58040465,,,,,,0,,,,3074,0.21,0.18,5.04,14.6427
GJ 1252 b,GJ 1252,1,1,2020,0.51823846,,1.14,,,,,255.14,1019,,3325,0.39,,4.89,20.373
GJ 1252 b,GJ 1252,1,1,2020,0.5182349,0.00916,1.193,2.09,2.09,Mass,0,,1089,M3,3458,0.39,0.38,,20.373
GJ 1252 b,GJ 1252,1,1,2020,0.5182416,0.00915,1.18,1.32,1.32,Mass,,233,,,3458,0.39,0.38,,20.373
GJ 1252 b,GJ 1252,1,1,2020,0.5182418,,,,,,,,,M3,3458,0.39,0.38,,20.373
GJ 1265 b,GJ 1265,1,1,2018,3.6511,0.026,,,7.4,Msini,0.04,,,M4.5 V,3236,0.19,0.18,5.09,10.2525
GJ 160.2 b,GJ 160.2,1,1,2014,5.2354,0.053,,,10.2,Msini,0.06,,,M0 V,4347,,0.69,,25.8557
GJ 179 b,GJ 179,1,1,2009,2333,2.523,,,239.00696,Msini,0.169,,,,3411.78,0.38,0.39,4.87,12.356
GJ 179 b,GJ 179,1,1,2009,2288,2.41,,,260.61,Msini,0.21,,,M3.5 V,3370,0.38,0.36,4.83,12.356
GJ 2056 b,GJ 2056,1,1,2020,69.971,0.283,,,16.2,Msini,0.72,,,,,,0.62,,28.4434
GJ 251 b,GJ 251,1,1,2020,14.238,0.0818,,,4,Msini,0.1,2.53,351,M3.0 V,3451,0.36,0.36,4.96,5.58057
GJ 27.1 b,GJ 27.1,1,1,2014,15.819,0.101,,,13,Msini,0.08,,,M0.5 V,3542,,0.53,,23.6062
GJ 3021 b,GJ 3021,2,1,2000,133.71,0.49,,,1071.04,Msini,0.511,,350,G6 V,5540,0.9,0.9,4.7,17.5559
GJ 3082 b,GJ 3082,1,1,2020,11.949,0.079,,,8.2,Msini,0.22,,,,,,0.47,,16.6186
GJ 3090 b,GJ 3090,1,1,2022,2.853136,0.03165,2.13,3.34,3.34,Mass,0.32,,693,M2 V,3556,0.52,0.52,4.73,22.4751
GJ 3090 b,GJ 3090,1,1,2022,2.85310081,,2.127,,,,,42.23,650,,3703,0.52,,4.76,22.4751
GJ 3222 b,GJ 3222,1,1,2022,10.6666864,0.091179,,,11.73969,Msini,0.929006,,,,,,0.89,,18.23817
GJ 328 b,GJ 328,1,1,2013,4100,4.5,,,731,Msini,0.37,,,M1,3900,,0.69,,20.5266
GJ 3341 b,GJ 3341,1,1,2015,14.207,0.089,,,6.6,Msini,0.31,,,M2.5,3526,0.44,0.47,,23.619
GJ 338 B b,GJ 338 B,2,1,2020,24.45,0.141,,,10.27,Msini,0.11,,391,M0.0 V,4005,0.58,0.64,4.68,6.33256
GJ 3470 b,GJ 3470,1,1,2012,3.33665,0.03557,4.83,13.9,13.9,Mass,,,,,3600,0.57,0.54,4.66,29.4214
GJ 3470 b,GJ 3470,1,1,2012,3.3366496,0.0355,4.57,13.9,13.9,Mass,,,594,,3600,0.55,0.54,4.7,29.4214
GJ 3470 b,GJ 3470,1,1,2012,3.336649,0.03596,4.32,14.1,14.1,Mass,,,,,,0.53,0.56,4.74,29.4214
GJ 3470 b,GJ 3470,1,1,2012,3.3366413,,,,,,,,,,3552,0.5,0.5,4.74,29.4214
GJ 3470 b,GJ 3470,1,1,2012,3.336665,,,,,,,,,,3552,0.5,0.5,4.74,29.4214
GJ 3470 b,GJ 3470,1,1,2012,3.33714,0.0348,4.2,14,14,Mass,0.051,,615,M1.5,3600,0.5,0.54,,29.4214
GJ 3470 b,GJ 3470,1,1,2012,3.336649,,3.88,12.58,12.58,Mass,0.114,,615,M1.5,3652,0.48,0.51,4.66,29.4214
GJ 3470 b,GJ 3470,1,1,2012,3.3366859,,4.363,,,,,40.58,703,,3552,0.5,,4.74,29.4214
GJ 3470 b,GJ 3470,1,1,2012,3.336649,,,,,,,,,,3552,0.5,0.5,4.74,29.4214
GJ 3470 b,GJ 3470,1,1,2012,3.3366487,0.031,3.88,13.73,13.73,Mass,0.017,,604,,3652,0.48,0.51,4.78,29.4214
GJ 3634 b,GJ 3634,1,1,2010,2.64561,0.0287,,8.4,8.4,Mass,0.08,,,M2.5,,0.43,0.45,,20.3779
GJ 367 b,GJ 367,1,1,2021,0.321962,0.0071,0.718,0.546,0.546,Mass,0,,1745,M1.0 V,3522,0.46,0.45,4.78,9.41263
GJ 367 b,GJ 367,1,1,2021,0.3219258,,1.028,,,,,586.61,1255,,3518,0.46,,4.82,9.41263
GJ 3779 b,GJ 3779,1,1,2018,3.0232,0.026,,,8,Msini,0.07,,,M4.0 V,3324,0.28,0.27,5.05,13.743
GJ 393 b,GJ 393,1,1,2021,7.02679,0.05402,,,1.71,Msini,,9.21,485,M2.0 V,3579,0.43,0.43,4.88,7.03149
GJ 3942 b,GJ 3942,1,1,2017,6.905,0.0608,,,7.14,Msini,0.121,,590,M0,3867,0.61,0.63,4.65,16.9287
GJ 422 b,GJ 422,1,1,2014,20.129,0.111,,,11.07,Msini,0.11,,,,,,0.35,,12.6631
GJ 422 b,GJ 422,1,1,2014,26.161,0.119,,,9.9,Msini,0.05,,,M3.5 V,3323,,0.35,,12.6631
GJ 4276 b,GJ 4276,1,1,2019,13.352,0.082,,,16.57,Msini,0.37,,,M4.0,3387,0.41,0.41,4.97,21.3362
GJ 436 b,GJ 436,1,1,2004,2.64385,0.0285,,,22.6603,Msini,0.16,,,,3350,,0.44,,9.75321
GJ 436 b,GJ 436,1,1,2004,2.6,0.029,4.26,23.201,23.201,Mass,0.2,,650,M2.5 V,,,,,9.75321
GJ 436 b,GJ 436,1,1,2004,2.6438904,,4.04,,,,,,,,3500,0.45,0.45,5,9.75321
GJ 436 b,GJ 436,1,1,2004,2.6438979,0.0287,3.96,,,,,,,,3585,0.44,0.45,4.84,9.75321
GJ 436 b,GJ 436,1,1,2004,2.64385,0.02872,4.222,23.1688,23.1688,Mass,,,649,,3350,0.46,0.45,4.84,9.75321
GJ 436 b,GJ 436,1,1,2004,,,,21.67601,21.67601,Mass,0.1495,,,,,,0.45,,9.75321
GJ 436 b,GJ 436,1,1,2004,2.64389803,0.0308,4.1,25.4,25.4,Mass,0.1616,,,,3416,0.46,0.56,4.84,9.75321
GJ 436 b,GJ 436,1,1,2004,2.64389751,,,,,,,,,,3350,0.46,0.45,4.84,9.75321
GJ 436 b,GJ 436,1,1,2004,2.64389524,0.02887,4.091,23.42407,23.42407,Mass,,,669,,3500,0.45,0.46,4.79,9.75321
GJ 436 b,GJ 436,1,1,2004,2.64389803,,,25.4,25.4,Mass,0.1616,,,,3479,0.45,0.45,,9.75321
GJ 436 b,GJ 436,1,1,2004,2.64386,0.02872,4.2,23.1,23.1,Mass,,,,,,0.45,,,9.75321
GJ 436 b,GJ 436,1,1,2004,2.643892,0.02849,,,21.23094,Msini,0.145,,,,3586.11,0.42,0.44,4.84,9.75321
GJ 436 b,GJ 436,1,1,2004,2.643943,0.0278,,,21.3891,Msini,0.207,,,,3456,0.43,0.42,4.8,9.75321
GJ 436 b,GJ 436,1,1,2004,2.64388312,0.0291,4.17,22.1,22.1,Mass,0.13827,,,,,0.46,0.47,4.79,9.75321
GJ 436 b,GJ 436,1,1,2004,2.6438986,,,,,,,,,,3500,,,4.5,9.75321
GJ 436 b,GJ 436,1,1,2004,2.64388561,,3.812,,,,,29.43,594,,3456,0.43,,4.8,9.75321
GJ 436 b,GJ 436,1,1,2004,2.64389788,0.03109,4.191,23.13802,23.13802,Mass,0.15,,686,,3350,,,4.43,9.75321
GJ 436 b,GJ 436,1,1,2004,2.64389846,,,,,,,,,,3456,0.43,0.42,4.8,9.75321
GJ 436 b,GJ 436,1,1,2004,2.643859,0.0278,,,21.6751,Msini,0.145,,,,3456,0.43,0.42,4.8,9.75321
GJ 436 b,GJ 436,1,1,2004,2.644,0.028,,,21.36,Msini,0.152,,,,3456,0.43,0.42,4.8,9.75321
GJ 436 b,GJ 436,1,1,2004,2.6441,0.0278,,,21.294,Msini,0.12,,,M2.5 V,,,0.41,,9.75321
GJ 480 b,GJ 480,1,1,2020,9.567,0.068,,,13.2,Msini,0.1,,,M3.5 Ve,,,0.45,,14.2358
GJ 486 b,GJ 486,1,1,2021,1.4700564,,1.071,,,,,157.72,987,,3297,0.33,,4.89,8.07426
GJ 486 b,GJ 486,1,1,2021,1.467119,0.01734,1.305,2.82,2.82,Mass,0.05,40.3,701,M3.5 V,3340,0.33,0.32,,8.07426
GJ 504 b,GJ 504,1,1,2013,,43.5,,1271.3,1271.3,Mass,,,510,G0 V,6234,,1.22,4.6,17.5299
GJ 514 b,GJ 514,1,1,2022,140.43,0.422,,,5.2,Msini,0.45,0.28,202,M0.5-1.0 V,3728,0.5,0.51,4.76,7.61778
GJ 536 b,GJ 536,1,1,2016,8.708,0.067,,,6.52,Msini,0.119,,,,3674,0.51,0.51,4.73,10.4092
GJ 536 b,GJ 536,1,1,2016,8.7076,0.06661,,,5.36,Msini,0.08,,,M1 V,3685,0.5,0.52,4.75,10.4092
GJ 625 b,GJ 625,1,1,2017,14.628,0.078361,,,2.82,Msini,0.13,,,M2,3499,0.31,0.3,4.94,6.47249
GJ 649 b,GJ 649,1,1,2009,604.8,1.1325,,,87.40281,Msini,0.17,,,,3807.22,0.5,0.53,4.76,10.3796
GJ 649 b,GJ 649,1,1,2009,598.3,1.135,,,104.244,Msini,0.3,,,M1.5,3700,,0.54,,10.3796
GJ 674 b,GJ 674,1,1,2007,4.6938,0.039,,,11.09,Msini,0.2,,,M2.5,3600,,0.35,,4.54896
GJ 680 b,GJ 680,1,1,2022,17281.66514,10.121898,,7764.94529,7764.94529,Mass,0.381243,,,,,,0.46,,9.67315
GJ 685 b,GJ 685,1,1,2019,24.16,0.1344,,,9,Msini,0,,,M0.5,3816,0.54,0.55,4.72,14.3155
GJ 720 A b,GJ 720 A,2,1,2021,19.466,0.119,,,13.64,Msini,0.12,,401,M0.5 V,3837,0.56,0.57,4.71,15.5575
GJ 740 b,GJ 740,1,1,2021,2.37756,0.029,,,2.96,Msini,0.24,79,829,M1.0 V,3913,0.56,0.58,4.68,11.1017
GJ 832 b,GJ 832,1,1,2008,3416,3.4,,,203.4,Msini,0.12,,,M1.5,3657,0.48,0.45,4.7,4.96435
GJ 832 b,GJ 832,1,1,2008,3657,3.56,,,216,Msini,0.08,,,,3472,,0.45,4.7,4.96435
GJ 832 b,GJ 832,1,1,2008,3507,3.46,,,197.046,Msini,0.08,,,,,0.44,0.44,4.79,4.96435
GJ 86 b,GJ 86,2,1,1999,15.764,0.114,,,1284.0332,Msini,0.046,,,,,,0.8,,10.7836
GJ 86 b,GJ 86,2,1,1999,15.76491,0.113,,,1242.66,Msini,0.0416,,,,5151,,0.77,4.59,10.7836
GJ 86 b,GJ 86,2,1,1999,15.76491,0.11,,,1404.8086,Msini,0.04,,,,5182,0.77,0.93,4.63,10.7836
GJ 896 A b,GJ 896 A,2,1,2022,284.39,0.63965,,718.2922,718.2922,Mass,0.35,,,M3.5 V,,,0.44,,6.26022
GJ 9066 c,GJ 9066,1,1,2020,771.36,0.88,,,66.74397,Msini,0.46,,,M5.0 V,3154,0.16,0.15,5.01,4.471
GJ 9066 c,GJ 9066,1,1,2020,767.887,0.87,,,71.6,Msini,0.33,,,M4.5 V,,,0.15,,4.471
GJ 96 b,GJ 96,1,1,2018,73.94,0.291,,,19.66,Msini,0.44,,,M2,3785,,0.6,,11.9315
GJ 9689 b,GJ 9689,1,1,2020,18.27,0.1139,,,9.65,Msini,0.29,,453,M0.5,3836,0.57,0.59,4.69,30.6203
GJ 9714 b,GJ 9714,1,1,2022,19240.75467,12.341073,,3051.24439,3051.24439,Mass,0.155099,,,,,,0.67,,20.5121
GPX-1 b,GPX-1,1,1,2021,1.744579,0.0338,16.477,6261.21962,6261.21962,Mass,0,4650,2300,F2,7000,1.56,1.68,4.27,655.013
GQ Lup b,GQ Lup,1,1,2004,,,51.561,9852.73,9852.73,Mass,,,2400,,4360,1.94,,,151.169
GQ Lup b,GQ Lup,1,1,2004,,100,33.6,6356,6356,Mass,,,2650,K7e V,,,0.7,,151.169
GSC 06214-00210 b,GSC 06214-00210,1,1,2010,,300,,4258.7,4258.7,Mass,,,,M1,,,0.6,,108.5
GSC 06214-00210 b,GSC 06214-00210,1,1,2010,,,20.176,4767.45,4767.45,Mass,,,2200,,4432,0.9,0.69,4.37,108.5
GSC 06214-00210 b,GSC 06214-00210,1,1,2010,,320,,5300,5300,Mass,,,2300,,4200,,0.9,,108.5
GSC 06214-00210 b,GSC 06214-00210,1,1,2010,,320,,5000,5000,Mass,,,2300,K7,4200,,0.9,,108.5
GU Psc b,GU Psc,1,1,2014,,2000,14.179,3591.3,3591.3,Mass,,,1050,M3,,,0.33,,47.5501
Gaia-1 b,Gaia-1,1,1,2022,3.052524,0.04047,13.776,533.95172,533.95172,Mass,,,,,5470,0.95,0.95,,363.66
Gaia-2 b,Gaia-2,1,1,2022,3.6915224,0.0467,14.818,259.66581,259.66581,Mass,,,,,5720,1.06,1,,209.229
Gl 378 b,Gl 378,1,1,2019,3.822,0.039435,,,13.02,Msini,0.109,,830,M1,3879,0.56,0.56,,14.9545
Gl 49 b,Gl 49,2,1,2019,13.8508,0.0905,,,5.63,Msini,0.363,,,M1.5 V,3805,0.51,0.52,4.69,9.8528
Gl 686 b,Gl 686,1,1,2018,15.5314,0.0917,,,6.64,Msini,0.077,,,M1.0 V,3654,0.43,0.43,4.88,8.15728
Gl 686 b,Gl 686,1,1,2018,15.53209,0.091,,,7.1,Msini,0,,379,M1,3663,0.42,0.42,4.83,8.15728
Gl 686 b,Gl 686,1,1,2018,15.53,0.091,,,6.624,Msini,0.05,,,,3656,0.43,0.43,4.87,8.15728
HAT-P-1 b,HAT-P-1,2,1,2006,4.4652934,,13.731,166.536,166.536,Mass,0,,,G0 V,,1.11,1.13,,158.979
HAT-P-1 b,HAT-P-1,2,1,2006,4.4652968,0.05561,14.785,168.13207,168.13207,Mass,0,,1322,,5980,,,4.38,158.979
HAT-P-1 b,HAT-P-1,2,1,2006,4.4652992,,,,,,,,,,5975,1.14,1.13,4.38,158.979
HAT-P-1 b,HAT-P-1,2,1,2006,4.46529976,0.05561,14.785,166.86075,166.86075,Mass,,,1322,,5980,1.17,1.15,4.36,158.979
HAT-P-1 b,HAT-P-1,2,1,2006,4.4652934,0.0551,,,169.72122,Msini,0,,,G0 V,6067,1.15,1.12,,158.979
HAT-P-1 b,HAT-P-1,2,1,2006,4.46529976,0.0553,13.922,166.86075,166.86075,Mass,0.011,,,,5980,1.14,1.13,,158.979
HAT-P-1 b,HAT-P-1,2,1,2006,4.46,,14.796,168.4499,168.4499,Mass,,,1320,,6051.18,1.18,1.13,4.35,158.979
HAT-P-1 b,HAT-P-1,2,1,2006,4.4652934,0.05535,13.641,166.54292,166.54292,Mass,,,1291,,5975,1.11,1.13,4.4,158.979
HAT-P-1 b,HAT-P-1,2,1,2006,4.46529,0.0551,15.244,168.4499,168.4499,Mass,0,,,,5975,1.15,1.12,4.45,158.979
HAT-P-1 b,HAT-P-1,2,1,2006,4.46491,,15.286,,,,,437.17,1273,,6051.2,1.18,,4.35,158.979
HAT-P-1 b,HAT-P-1,2,1,2006,,,,,,,,,1322,,6051.18,1.18,1.13,4.35,158.979
HAT-P-1 b,HAT-P-1,2,1,2006,4.46543,0.0553,13.922,169.08556,169.08556,Mass,,,1306,,5975,1.14,1.13,4.38,158.979
HAT-P-1 b,HAT-P-1,2,1,2006,4.46529974,,,,,,,,,,6000,,,4.5,158.979
HAT-P-12 b,HAT-P-12,1,1,2009,3.2130589,0.03837,,,66.10864,Msini,0,,,K4,4559,0.7,0.73,,142.751
HAT-P-12 b,HAT-P-12,1,1,2009,3.2130578,,11.098,,,,,118.08,918,,4652.87,0.7,,4.61,142.751
HAT-P-12 b,HAT-P-12,1,1,2009,3.2130598,,,,,,,,,K4,4650,0.7,0.73,4.61,142.751
HAT-P-12 b,HAT-P-12,1,1,2009,3.2130589,,,,,,0,,,,4650,,,4.61,142.751
HAT-P-12 b,HAT-P-12,1,1,2009,,,,,,,,,963,,4652.87,0.7,0.74,4.61,142.751
HAT-P-12 b,HAT-P-12,1,1,2009,3.21305929,0.03838,10.749,66.23577,66.23577,Mass,0.035,,,,4650,0.7,0.73,,142.751
HAT-P-12 b,HAT-P-12,1,1,2009,3.2130598,0.0384,10.749,67.059,67.059,Mass,0,,963,K4,4650,0.7,0.73,4.61,142.751
HAT-P-12 b,HAT-P-12,1,1,2009,,,,66.39469,66.39469,Mass,0.026,,,,,,0.73,,142.751
HAT-P-12 b,HAT-P-12,1,1,2009,3.21,,10.761,66.7443,66.7443,Mass,,,960,,4652.87,0.7,0.74,4.61,142.751
HAT-P-12 b,HAT-P-12,1,1,2009,3.21305992,0.03767,10.301,63.88383,63.88383,Mass,,,955,,4665,0.68,0.69,4.61,142.751
HAT-P-12 b,HAT-P-12,1,1,2009,3.2130579,,10.637,67.06213,67.06213,Mass,0,,975,,4650,0.7,0.73,4.61,142.751
HAT-P-12 b,HAT-P-12,1,1,2009,3.21305751,,,,,,,,,K4,4650,0.7,0.73,4.61,142.751
HAT-P-14 b,HAT-P-14,2,1,2010,4.627682,0.06062,12.89,731.96249,731.96249,Mass,0.1074,,,,6600,1.47,1.39,,222.663
HAT-P-14 b,HAT-P-14,2,1,2010,4.627649,0.0596,13.451,724.6524,724.6524,Mass,0.066,,1612,F5 V,6583,1.53,1.32,4.1,222.663
HAT-P-14 b,HAT-P-14,2,1,2010,4.6276623,,,,,,,,,F,6600,1.47,1.39,4.25,222.663
HAT-P-14 b,HAT-P-14,2,1,2010,4.6276691,0.06108,13.664,721.79193,721.79193,Mass,,,1624,,6600,1.59,1.42,4.19,222.663
HAT-P-14 b,HAT-P-14,2,1,2010,4.627669,0.0606,12.89,709.367,709.367,Mass,0.107,,1570,F,6600,1.47,1.39,4.25,222.663
HAT-P-14 b,HAT-P-14,2,1,2010,4.627682,,,,,,,,,,6600,,,4.25,222.663
HAT-P-14 b,HAT-P-14,2,1,2010,4.6276594,,,,,,,,,,6727.61,1.55,1.43,4.22,222.663
HAT-P-14 b,HAT-P-14,2,1,2010,4.627669,,12.801,709.39656,709.39656,Mass,0.107,,,,,1.47,1.39,,222.663
HAT-P-14 b,HAT-P-14,2,1,2010,,,,736.09428,736.09428,Mass,0.115,,,,,,1.42,,222.663
HAT-P-14 b,HAT-P-14,2,1,2010,4.62767,,15.917,1093.3352,1093.3352,Mass,0.11,,,,6600,1.82,2.65,4.25,222.663
